num__capital_prestado,num__plazo_meses,num__edad_cliente,num__salario_cliente,num__total_otros_prestamos,num__cuota_pactada,num__cant_creditosvigentes,num__creditos_sectorFinanciero,num__creditos_sectorCooperativo,num__creditos_sectorReal,num__promedio_ingresos_datacredito,cat__tipo_laboral_Empleado,cat__tipo_laboral_Independiente
1528800.0,12.0,41.0,1500000.0,520000.0,120308.0,6.0,2.0,0.0,2.0,1103855.0,1.0,0.0
621168.0,6.0,33.0,1171000.0,55000.0,94298.0,2.0,0.0,0.0,2.0,1000000.0,0.0,1.0
2866652.4,9.0,38.0,7000000.0,1000000.0,268747.0,4.0,3.0,0.0,0.0,950105.0,0.0,1.0
3911952.0,10.0,33.0,6000000.0,4000000.0,333014.0,6.0,6.0,0.0,0.0,1210000.0,1.0,0.0
1734124.8,10.0,50.0,3500000.0,2000000.0,147621.0,7.0,7.0,0.0,0.0,2637150.0,1.0,0.0
639600.0,6.0,62.0,2734000.0,0.0,96378.0,1.0,1.0,0.0,0.0,1210000.0,0.0,1.0
2702100.0,12.0,28.0,1200000.0,600000.0,212289.0,1.0,1.0,0.0,0.0,1073813.0,1.0,0.0
2143394.4,10.0,45.0,10000000.0,2000000.0,181793.0,15.0,14.0,0.0,0.0,1500000.0,0.0,1.0
1522678.8,6.0,36.0,3500000.0,1200000.0,226928.0,9.0,4.0,0.0,4.0,3434515.0,1.0,0.0
1228800.0,24.0,58.0,2000000.0,1200000.0,53718.0,6.0,1.0,3.0,1.0,1898677.0,1.0,0.0
2778360.0,8.0,54.0,3000000.0,100000.0,315765.0,6.0,3.0,0.0,1.0,948611.0,1.0,0.0
1696618.8,11.0,51.0,1600000.0,1000000.0,132378.0,6.0,3.0,0.0,0.0,1296792.0,1.0,0.0
3349560.0,6.0,39.0,3000000.0,400000.0,499160.0,4.0,2.0,0.0,2.0,1210000.0,1.0,0.0
1200000.0,6.0,42.0,4000000.0,2000000.0,166667.0,10.0,5.0,1.0,0.0,916148.0,0.0,1.0
1903680.0,12.0,56.0,5000000.0,2000000.0,149549.0,2.0,1.0,1.0,0.0,1210000.0,0.0,1.0
1251480.0,12.0,57.0,4000000.0,850000.0,98931.0,11.0,5.0,0.0,1.0,1210000.0,0.0,1.0
1185660.0,4.0,29.0,5000000.0,2000000.0,238495.0,9.0,2.0,3.0,3.0,2531104.0,0.0,1.0
3600000.0,36.0,42.0,5000000.0,2000000.0,116400.0,13.0,8.0,0.0,1.0,908526.0,0.0,1.0
634657.2,6.0,53.0,4000000.0,1000000.0,94733.0,9.0,5.0,0.0,2.0,1030344.0,0.0,1.0
2356954.8,10.0,38.0,3500000.0,1500000.0,200431.0,5.0,4.0,0.0,1.0,908526.0,1.0,0.0
2475000.0,6.0,67.0,4000000.0,2000000.0,366682.0,7.0,3.0,0.0,1.0,1210000.0,0.0,1.0
1022031.6,6.0,27.0,3500000.0,1200000.0,139885.0,5.0,1.0,2.0,0.0,1487919.0,1.0,0.0
1251625.2,12.0,33.0,2200000.0,0.0,98265.0,2.0,2.0,0.0,0.0,2279631.0,1.0,0.0
2116800.0,12.0,56.0,1600000.0,250000.0,168859.0,6.0,3.0,0.0,1.0,1630595.0,1.0,0.0
1006680.0,10.0,57.0,1500000.0,500000.0,85382.0,1.0,1.0,0.0,0.0,615779.0,1.0,0.0
6627774.0,11.0,44.0,8000000.0,6000000.0,516542.0,0.0,0.0,0.0,0.0,2113565.0,1.0,0.0
1450441.2,8.0,41.0,2000000.0,800000.0,166406.0,2.0,1.0,0.0,1.0,1210000.0,0.0,1.0
1536000.0,12.0,32.0,3000000.0,600000.0,120575.0,1.0,0.0,0.0,1.0,1210000.0,1.0,0.0
2182842.0,11.0,45.0,2000000.0,900000.0,169831.0,5.0,3.0,1.0,1.0,1688263.0,1.0,0.0
3562102.8,9.0,29.0,3500000.0,1000000.0,332988.0,2.0,1.0,0.0,1.0,1293250.0,1.0,0.0
1560000.0,6.0,42.0,3000000.0,500000.0,234503.0,5.0,3.0,0.0,0.0,1210000.0,0.0,1.0
3859936.8,10.0,30.0,6500000.0,2849000.0,338649.0,10.0,7.0,0.0,2.0,9275000.0,1.0,0.0
2068440.0,6.0,54.0,14795278.0,4097000.0,311339.0,8.0,5.0,0.0,1.0,14795278.0,1.0,0.0
799680.0,11.0,53.0,3100000.0,1750000.0,62288.0,0.0,0.0,0.0,0.0,1210000.0,1.0,0.0
1872410.4,10.0,41.0,2300000.0,1500000.0,159059.0,10.0,9.0,0.0,0.0,1210000.0,1.0,0.0
4309704.0,4.0,122.0,202000000.0,744285000.0,870898.0,0.0,0.0,0.0,0.0,1210000.0,1.0,0.0
1128000.0,6.0,56.0,3000000.0,1000000.0,168108.0,4.0,0.0,2.0,1.0,1210000.0,1.0,0.0
6631657.2,9.0,40.0,5200000.0,3200000.0,622902.0,12.0,4.0,0.0,5.0,870929.0,0.0,1.0
2086560.0,10.0,60.0,1000000.0,200000.0,194100.0,4.0,1.0,0.0,0.0,1210000.0,0.0,1.0
2645280.0,12.0,52.0,2500000.0,600000.0,208169.0,2.0,1.0,0.0,1.0,1210000.0,0.0,1.0
3396782.4,5.0,122.0,16230060.0,7901589.0,551221.0,0.0,0.0,0.0,0.0,1210000.0,1.0,0.0
1632000.0,8.0,28.0,1000000.0,100000.0,185479.0,1.0,0.0,0.0,0.0,1118800.0,1.0,0.0
1690920.0,6.0,49.0,3810000.0,1491000.0,254515.0,4.0,2.0,0.0,0.0,1210000.0,0.0,1.0
822825.6,6.0,31.0,1900000.0,300000.0,123987.0,11.0,3.0,0.0,2.0,1210000.0,0.0,1.0
2492400.0,6.0,50.0,3000000.0,1000000.0,370189.0,5.0,1.0,1.0,2.0,933473.0,0.0,1.0
4632600.0,12.0,45.0,2500000.0,1000000.0,363033.0,7.0,1.0,0.0,4.0,916148.0,0.0,1.0
1535883.5999999999,6.0,59.0,4000000.0,500000.0,213317.0,12.0,7.0,1.0,3.0,2105976.0,1.0,0.0
2544000.0,12.0,27.0,2100000.0,1000000.0,199702.0,4.0,1.0,1.0,0.0,839698.0,1.0,0.0
720000.0,6.0,23.0,2300000.0,1000000.0,107303.0,3.0,2.0,0.0,0.0,1798333.0,1.0,0.0
6240000.0,6.0,34.0,2552000.0,659000.0,942474.0,6.0,3.0,0.0,0.0,1210000.0,0.0,1.0
11424000.0,6.0,48.0,10000000.0,1500000.0,1692689.0,10.0,2.0,0.0,5.0,908526.0,1.0,0.0
1498680.0,12.0,55.0,1800000.0,420000.0,117733.0,8.0,2.0,0.0,3.0,1210000.0,0.0,1.0
527880.0,6.0,28.0,2900000.0,1500000.0,78351.0,2.0,1.0,0.0,0.0,2304092.0,1.0,0.0
899460.0,6.0,39.0,1560000.0,237000.0,135180.0,2.0,0.0,0.0,2.0,1031737.0,0.0,1.0
2110705.1999999997,10.0,46.0,5500000.0,2200000.0,179678.0,3.0,2.0,0.0,0.0,946640.0,0.0,1.0
2630198.4,9.0,29.0,4500000.0,2500000.0,245638.0,0.0,0.0,0.0,0.0,2740531.0,1.0,0.0
1091880.0,6.0,28.0,2500000.0,800000.0,162174.0,3.0,0.0,0.0,2.0,1210000.0,0.0,1.0
840000.0,6.0,55.0,5000000.0,2000000.0,125802.0,6.0,4.0,0.0,0.0,1499400.0,0.0,1.0
510847.19999999995,6.0,35.0,1371000.0,0.0,77809.0,3.0,0.0,0.0,1.0,1210000.0,0.0,1.0
2778360.0,12.0,51.0,6000000.0,4000000.0,218262.0,8.0,5.0,1.0,0.0,5369253.0,1.0,0.0
1290838.8,8.0,32.0,3500000.0,1500000.0,146408.0,6.0,4.0,0.0,0.0,1150000.0,1.0,0.0
3227520.0,12.0,45.0,2500000.0,600000.0,224133.0,3.0,3.0,0.0,0.0,908526.0,1.0,0.0
1282680.0,6.0,63.0,1200000.0,300000.0,191460.0,1.0,0.0,0.0,1.0,954263.0,1.0,0.0
4648995.6,9.0,55.0,7992000.0,3108000.0,456701.0,10.0,6.0,1.0,1.0,6159769.0,1.0,0.0
2761737.6,11.0,49.0,4500000.0,2100000.0,233555.0,5.0,4.0,0.0,1.0,1966666.0,0.0,1.0
16151025.6,11.0,122.0,93000000.0,88000000.0,1363525.0,0.0,0.0,0.0,0.0,1210000.0,1.0,0.0
3792000.0,6.0,35.0,3280000.0,908000.0,570823.0,4.0,2.0,0.0,1.0,1308000.0,0.0,1.0
1143631.2,9.0,38.0,6000000.0,3500000.0,106652.0,10.0,4.0,5.0,1.0,923771.0,0.0,1.0
1188000.0,12.0,29.0,2000000.0,50000.0,93614.0,2.0,0.0,0.0,1.0,826876.0,0.0,1.0
4165980.0,12.0,50.0,8500000.0,5000000.0,327271.0,6.0,4.0,0.0,1.0,7446529.0,1.0,0.0
1643880.0,6.0,64.0,1500000.0,300000.0,245375.0,3.0,1.0,0.0,1.0,954263.0,1.0,0.0
1836000.0,6.0,51.0,5000000.0,1000000.0,272696.0,4.0,1.0,0.0,2.0,121137.0,0.0,1.0
3608966.4,9.0,34.0,9058000.0,17913000.0,350900.0,13.0,7.0,0.0,1.0,2500000.0,1.0,0.0
1176000.0,12.0,37.0,5300000.0,1500000.0,93795.0,4.0,0.0,2.0,0.0,3330529.0,1.0,0.0
1854490.8,10.0,37.0,2600000.0,500000.0,157289.0,7.0,3.0,1.0,2.0,1210000.0,1.0,0.0
1946400.0,6.0,27.0,2058000.0,2119000.0,291500.0,2.0,2.0,0.0,0.0,2038400.0,1.0,0.0
1269000.0,6.0,41.0,10000000.0,5000000.0,173395.0,13.0,7.0,0.0,4.0,31670.0,0.0,1.0
2410606.8,10.0,33.0,2600000.0,1300000.0,204456.0,4.0,4.0,0.0,0.0,2426180.0,1.0,0.0
360000.0,6.0,63.0,4210000.0,1302000.0,54651.0,7.0,4.0,0.0,2.0,977131.0,1.0,0.0
1967880.0,6.0,28.0,2200000.0,650000.0,294717.0,1.0,1.0,0.0,0.0,1210000.0,1.0,0.0
2061240.0,12.0,41.0,14465000.0,2060000.0,171333.0,7.0,3.0,0.0,4.0,1533333.0,0.0,1.0
1824000.0,6.0,39.0,4000000.0,0.0,270914.0,12.0,8.0,0.0,2.0,925157.0,0.0,1.0
1033293.6,12.0,42.0,1800000.0,380000.0,81683.0,4.0,0.0,0.0,4.0,908526.0,0.0,1.0
1684800.0,12.0,23.0,1800000.0,800000.0,132530.0,10.0,2.0,0.0,6.0,1021754.0,1.0,0.0
6531843.6,12.0,53.0,10000000.0,3000000.0,453600.0,4.0,2.0,0.0,0.0,908526.0,0.0,1.0
2697600.0,12.0,33.0,5000000.0,2500000.0,211935.0,6.0,3.0,0.0,1.0,1137373.0,1.0,0.0
2045880.0,12.0,28.0,2500000.0,1500000.0,142075.0,1.0,0.0,0.0,1.0,926820.0,1.0,0.0
1320000.0,6.0,66.0,1500000.0,300000.0,197688.0,2.0,0.0,0.0,2.0,1210000.0,0.0,1.0
4172960.4,10.0,122.0,3993836.0,10585960.0,354303.0,0.0,0.0,0.0,0.0,1210000.0,1.0,0.0
852000.0,10.0,35.0,2500000.0,1500000.0,78534.0,5.0,4.0,1.0,0.0,2086283.0,1.0,0.0
2382746.4,2.0,60.0,1700000.0,900000.0,939499.0,2.0,2.0,0.0,0.0,916841.0,1.0,0.0
1701000.0,12.0,27.0,1980000.0,367000.0,139867.0,3.0,0.0,0.0,2.0,984702.0,1.0,0.0
1816339.2,10.0,50.0,4660000.0,1216000.0,156244.0,4.0,3.0,0.0,1.0,1553389.0,1.0,0.0
551640.0,12.0,48.0,1800000.0,500000.0,38308.0,3.0,3.0,0.0,0.0,867229.0,1.0,0.0
1599012.0,10.0,52.0,5100000.0,3800000.0,135621.0,7.0,5.0,0.0,0.0,909000.0,1.0,0.0
2805360.0,12.0,39.0,2200000.0,700000.0,194817.0,6.0,6.0,0.0,0.0,1836968.0,1.0,0.0
1440000.0,12.0,36.0,1200000.0,400000.0,112776.0,12.0,6.0,0.0,3.0,136280.0,1.0,0.0
1919760.0,12.0,46.0,1600000.0,590000.0,133317.0,2.0,1.0,0.0,1.0,1210000.0,0.0,1.0
4200000.0,6.0,53.0,8000000.0,4000000.0,623365.0,7.0,5.0,0.0,1.0,908526.0,0.0,1.0
2219194.8,9.0,52.0,2500000.0,120000.0,208446.0,5.0,3.0,0.0,0.0,1210000.0,1.0,0.0
4398720.0,6.0,24.0,908526.0,4882000.0,652138.0,5.0,4.0,0.0,0.0,1211885.0,1.0,0.0
1604400.0,5.0,43.0,5000000.0,2000000.0,260282.0,12.0,6.0,0.0,4.0,1370411.0,0.0,1.0
